model_id,task,model_type,status,elapsed_s,failure_class,accuracy_verdict,delta_relative
timpal0l/mdeberta-v3-base-squad2,question-answering,deberta-v2,PASS,71.0,,N/A,
distilbert/distilbert-base-cased-distilled-squad,question-answering,distilbert,PASS,20.5,,N/A,
deepset/bert-large-uncased-whole-word-masking-squad2,question-answering,bert,PASS,84.8,,N/A,
monologg/koelectra-small-v2-distilled-korquad-384,question-answering,electra,PASS,14.7,,N/A,
tau/splinter-base,question-answering,splinter,PASS,15.0,,N/A,
deepset/tinyroberta-squad2,question-answering,roberta,PASS,15.8,,N/A,
distilbert/distilbert-base-uncased-distilled-squad,question-answering,distilbert,PASS,20.8,,N/A,
google-bert/bert-base-uncased,fill-mask,bert,PASS,20.9,,N/A,
sentence-transformers/all-mpnet-base-v2,fill-mask,mpnet,PASS,58.6,,N/A,
FacebookAI/xlm-roberta-base,fill-mask,xlm-roberta,PASS,18.5,,N/A,
FacebookAI/roberta-large,fill-mask,roberta,PASS,25.2,,N/A,
FacebookAI/roberta-base,fill-mask,roberta,PASS,14.0,,N/A,
distilbert/distilbert-base-uncased,fill-mask,distilbert,PASS,14.0,,N/A,
FacebookAI/xlm-roberta-large,fill-mask,xlm-roberta,PASS,1388.7,,N/A,
sentence-transformers/multi-qa-mpnet-base-dot-v1,fill-mask,mpnet,PASS,16.1,,N/A,
google-bert/bert-base-multilingual-uncased,fill-mask,bert,PASS,19.7,,N/A,
google-bert/bert-base-multilingual-cased,fill-mask,bert,PASS,51.1,,N/A,
Qwen/Qwen2.5-7B-Instruct,text-generation,qwen2,FAIL,643.5,EXPORT_FAIL,N/A,
Qwen/Qwen3-0.6B,text-generation,qwen3,FAIL,561.8,EXPORT_FAIL,N/A,
openai-community/gpt2,text-generation,gpt2,FAIL,187.0,EXPORT_FAIL,N/A,
Qwen/Qwen2.5-1.5B-Instruct,text-generation,qwen2,FAIL,428.7,EXPORT_FAIL,N/A,
Qwen/Qwen2.5-0.5B-Instruct,text-generation,qwen2,FAIL,590.3,EXPORT_FAIL,N/A,
openai/gpt-oss-20b,text-generation,gpt_oss,FAIL,298.7,UNKNOWN,N/A,
Qwen/Qwen2.5-3B-Instruct,text-generation,qwen2,FAIL,380.9,EXPORT_FAIL,N/A,
trl-internal-testing/tiny-Qwen2ForCausalLM-2.5,text-generation,qwen2,FAIL,207.5,EXPORT_FAIL,N/A,
Qwen/Qwen3-1.7B,text-generation,qwen3,FAIL,389.6,EXPORT_FAIL,N/A,
Qwen/Qwen3-8B,text-generation,qwen3,FAIL,0,TIMEOUT,N/A,
sentence-transformers/all-MiniLM-L6-v2,feature-extraction,bert,PASS,14.5,,N/A,
sentence-transformers/all-mpnet-base-v2,feature-extraction,mpnet,PASS,15.9,,N/A,
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,feature-extraction,bert,PASS,13.5,,N/A,
BAAI/bge-m3,feature-extraction,xlm-roberta,PASS,25.4,,N/A,
Xenova/paraphrase-multilingual-MiniLM-L12-v2,feature-extraction,bert,FAIL,32.5,UNKNOWN,N/A,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,feature-extraction,xlm-roberta,PASS,62.7,,N/A,
BAAI/bge-small-en-v1.5,feature-extraction,bert,PASS,25.9,,N/A,
BAAI/bge-large-en-v1.5,feature-extraction,bert,PASS,21.2,,N/A,
BAAI/bge-base-en-v1.5,feature-extraction,bert,PASS,19.8,,N/A,
sentence-transformers/multi-qa-mpnet-base-dot-v1,feature-extraction,mpnet,PASS,15.6,,N/A,
facebook/bart-large-cnn,summarization,bart,FAIL,64.5,EXPORT_FAIL,N/A,
google-t5/t5-base,summarization,t5,FAIL,0,TIMEOUT,N/A,
google-t5/t5-small,summarization,t5,FAIL,20.0,EXPORT_FAIL,N/A,
sshleifer/distilbart-cnn-12-6,summarization,bart,FAIL,140.8,EXPORT_FAIL,N/A,
google-t5/t5-3b,summarization,t5,FAIL,284.3,EXPORT_FAIL,N/A,
google-t5/t5-large,summarization,t5,FAIL,88.3,EXPORT_FAIL,N/A,
google/pegasus-xsum,summarization,pegasus,FAIL,184.1,EXPORT_FAIL,N/A,
philschmid/bart-large-cnn-samsum,summarization,bart,FAIL,0,TIMEOUT,N/A,
moussaKam/mbarthez,summarization,mbart,FAIL,0,TIMEOUT,N/A,
knkarthick/MEETING_SUMMARY,summarization,bart,FAIL,0,TIMEOUT,N/A,
google-t5/t5-base,translation,t5,FAIL,58.1,EXPORT_FAIL,N/A,
google-t5/t5-small,translation,t5,FAIL,0,TIMEOUT,N/A,
Helsinki-NLP/opus-mt-nl-en,translation,marian,FAIL,30.3,EXPORT_FAIL,N/A,
Helsinki-NLP/opus-mt-en-ru,translation,marian,FAIL,0,TIMEOUT,N/A,
facebook/nllb-200-distilled-600M,translation,m2m_100,FAIL,0,TIMEOUT,N/A,
google-t5/t5-3b,translation,t5,FAIL,0,TIMEOUT,N/A,
Helsinki-NLP/opus-mt-fr-en,translation,marian,FAIL,0,TIMEOUT,N/A,
Helsinki-NLP/opus-mt-tr-en,translation,marian,FAIL,36.7,EXPORT_FAIL,N/A,
Helsinki-NLP/opus-mt-es-en,translation,marian,FAIL,93.2,EXPORT_FAIL,N/A,
google/madlad400-3b-mt,translation,t5,FAIL,324.4,EXPORT_FAIL,N/A,
facebook/bart-large-mnli,zero-shot-classification,bart,FAIL,0,TIMEOUT,N/A,
lxyuan/distilbert-base-multilingual-cased-sentiments-student,zero-shot-classification,distilbert,PASS,2123.7,,N/A,
MoritzLaurer/deberta-v3-large-zeroshot-v2.0,zero-shot-classification,deberta-v2,PASS,86.4,,N/A,
MoritzLaurer/DeBERTa-v3-large-mnli-fever-anli-ling-wanli,zero-shot-classification,deberta-v2,PASS,34.0,,N/A,
valhalla/distilbart-mnli-12-3,zero-shot-classification,bart,FAIL,306.0,EXPORT_FAIL,N/A,
MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,zero-shot-classification,deberta-v2,PASS,28.3,,N/A,
joeddav/xlm-roberta-large-xnli,zero-shot-classification,xlm-roberta,PASS,66.3,,N/A,
joeddav/bart-large-mnli-yahoo-answers,zero-shot-classification,bart,FAIL,138.4,EXPORT_FAIL,N/A,
MoritzLaurer/mDeBERTa-v3-base-xnli-multilingual-nli-2mil7,zero-shot-classification,deberta-v2,PASS,29.3,,N/A,
cross-encoder/nli-deberta-v3-small,zero-shot-classification,deberta-v2,PASS,73.1,,N/A,
sentence-transformers/all-MiniLM-L6-v2,sentence-similarity,bert,PASS,19.9,,N/A,
sentence-transformers/all-mpnet-base-v2,sentence-similarity,mpnet,PASS,20.3,,N/A,
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,sentence-similarity,bert,PASS,21.9,,N/A,
BAAI/bge-m3,sentence-similarity,xlm-roberta,PASS,71.6,,N/A,
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,sentence-similarity,xlm-roberta,PASS,24.4,,N/A,
BAAI/bge-small-en-v1.5,sentence-similarity,bert,PASS,21.2,,N/A,
BAAI/bge-large-en-v1.5,sentence-similarity,bert,PASS,65.6,,N/A,
BAAI/bge-base-en-v1.5,sentence-similarity,bert,PASS,4682.5,,N/A,
sentence-transformers/multi-qa-mpnet-base-dot-v1,sentence-similarity,mpnet,PASS,111.5,,N/A,
intfloat/multilingual-e5-large,sentence-similarity,xlm-roberta,PASS,113.9,,N/A,
Falconsai/nsfw_image_detection,image-classification,vit,PASS,41.9,,N/A,
dima806/fairface_age_image_detection,image-classification,vit,PASS,26.0,,N/A,
google/vit-base-patch16-224,image-classification,vit,PASS,108.6,,N/A,
apple/mobilevit-small,image-classification,mobilevit,PASS,41.7,,N/A,
rizvandwiki/gender-classification,image-classification,vit,PASS,43.6,,N/A,
microsoft/beit-base-patch16-224-pt22k-ft22k,image-classification,beit,PASS,24.6,,N/A,
amunchet/rorshark-vit-base,image-classification,vit,PASS,29.0,,N/A,
microsoft/swin-large-patch4-window7-224,image-classification,swin,FAIL,959.6,EXPORT_FAIL,N/A,
buildborderless/CommunityForensics-DeepfakeDet-ViT,image-classification,vit,FAIL,1068.6,EXPORT_FAIL,N/A,
AdamCodd/vit-base-nsfw-detector,image-classification,vit,PASS,18.3,,N/A,
microsoft/table-transformer-detection,object-detection,table-transformer,PASS,84.5,,N/A,
microsoft/table-transformer-structure-recognition,object-detection,table-transformer,PASS,31.7,,N/A,
PekingU/rtdetr_r101vd_coco_o365,object-detection,rt_detr,PASS,27.2,,N/A,
hustvl/yolos-small,object-detection,yolos,PASS,62.0,,N/A,
facebook/detr-resnet-50,object-detection,detr,PASS,28.7,,N/A,
valentinafeve/yolos-fashionpedia,object-detection,yolos,PASS,35.0,,N/A,
microsoft/table-transformer-structure-recognition-v1.1-all,object-detection,table-transformer,PASS,96.9,,N/A,
TahaDouaji/detr-doc-table-detection,object-detection,detr,PASS,28.5,,N/A,
PekingU/rtdetr_v2_r18vd,object-detection,rt_detr_v2,PASS,63.5,,N/A,
PekingU/rtdetr_r50vd_coco_o365,object-detection,rt_detr,FAIL,3155.9,EXPORT_FAIL,N/A,
jonathandinu/face-parsing,image-segmentation,segformer,PASS,18.4,,N/A,
nvidia/segformer-b0-finetuned-ade-512-512,image-segmentation,segformer,PASS,17.0,,N/A,
Xenova/segformer-b0-finetuned-ade-512-512,image-segmentation,segformer,FAIL,16.1,UNKNOWN,N/A,
mattmdjaga/segformer_b2_clothes,image-segmentation,segformer,PASS,58.5,,N/A,
fashn-ai/fashn-human-parser,image-segmentation,segformer,PASS,18.6,,N/A,
nvidia/segformer-b5-finetuned-ade-640-640,image-segmentation,segformer,PASS,21.8,,N/A,
nvidia/segformer-b1-finetuned-ade-512-512,image-segmentation,segformer,PASS,17.5,,N/A,
nvidia/segformer-b5-finetuned-cityscapes-1024-1024,image-segmentation,segformer,PASS,55.7,,N/A,
nvidia/segformer-b2-finetuned-ade-512-512,image-segmentation,segformer,PASS,17.0,,N/A,
nvidia/segformer-b0-finetuned-cityscapes-1024-1024,image-segmentation,segformer,PASS,17.7,,N/A,
facebook/dinov2-small,image-feature-extraction,dinov2,PASS,17.1,,N/A,
facebook/dinov2-base,image-feature-extraction,dinov2,PASS,16.9,,N/A,
google/vit-base-patch16-224-in21k,image-feature-extraction,vit,PASS,17.4,,N/A,
facebook/dinov2-large,image-feature-extraction,dinov2,PASS,17.5,,N/A,
facebook/dino-vitb16,image-feature-extraction,vit,PASS,16.9,,N/A,
facebook/dinov2-giant,image-feature-extraction,dinov2,FAIL,3600.9,TIMEOUT,N/A,
facebook/dino-vits16,image-feature-extraction,vit,PASS,17.2,,N/A,
StanfordAIMI/dinov2-base-xray-224,image-feature-extraction,dinov2,PASS,21.0,,N/A,
hi-wesley/gemma3-vision-encoder,image-feature-extraction,siglip_vision_model,FAIL,211.1,EXPORT_FAIL,N/A,
microsoft/rad-dino,image-feature-extraction,dinov2,PASS,54.9,,N/A,
openai/clip-vit-base-patch32,zero-shot-image-classification,clip,PASS,21.6,,N/A,
openai/clip-vit-large-patch14,zero-shot-image-classification,clip,PASS,65.1,,N/A,
openai/clip-vit-large-patch14-336,zero-shot-image-classification,clip,PASS,26.3,,N/A,
openai/clip-vit-base-patch16,zero-shot-image-classification,clip,PASS,22.5,,N/A,
laion/CLIP-ViT-B-32-laion2B-s34B-b79K,zero-shot-image-classification,clip,PASS,69.4,,N/A,
patrickjohncyh/fashion-clip,zero-shot-image-classification,clip,PASS,19.8,,N/A,
google/siglip-so400m-patch14-384,zero-shot-image-classification,siglip,PASS,75.6,,N/A,
google/siglip-base-patch16-224,zero-shot-image-classification,siglip,PASS,64.0,,N/A,
Marqo/marqo-fashionSigLIP,zero-shot-image-classification,siglip,PASS,24.6,,N/A,
laion/CLIP-ViT-H-14-laion2B-s32B-b79K,zero-shot-image-classification,clip,PASS,25.7,,N/A,
Intel/dpt-hybrid-midas,depth-estimation,dpt,PASS,20.8,,N/A,
Intel/dpt-large,depth-estimation,dpt,PASS,66.9,,N/A,
Intel/zoedepth-nyu-kitti,depth-estimation,zoedepth,PASS,25.3,,N/A,
depth-anything/Depth-Anything-V2-Small-hf,depth-estimation,depth_anything,PASS,21.9,,N/A,
LiheYoung/depth-anything-large-hf,depth-estimation,depth_anything,PASS,65.1,,N/A,
depth-anything/Depth-Anything-V2-Base-hf,depth-estimation,depth_anything,PASS,26.0,,N/A,
depth-anything/Depth-Anything-V2-Large-hf,depth-estimation,depth_anything,PASS,24.3,,N/A,
LiheYoung/depth-anything-small-hf,depth-estimation,depth_anything,PASS,19.1,,N/A,
LiheYoung/depth-anything-base-hf,depth-estimation,depth_anything,FAIL,0,TIMEOUT,N/A,
apple/DepthPro-hf,depth-estimation,depth_pro,FAIL,185.7,EXPORT_FAIL,N/A,
microsoft/trocr-large-printed,image-to-text,vision-encoder-decoder,PASS,59.0,,N/A,
naver-clova-ix/donut-base,image-to-text,vision-encoder-decoder,FAIL,7782.8,EXPORT_FAIL,N/A,
microsoft/trocr-base-printed,image-to-text,vision-encoder-decoder,PASS,26.2,,N/A,
nlpconnect/vit-gpt2-image-captioning,image-to-text,vision-encoder-decoder,PASS,25.7,,N/A,
microsoft/trocr-base-handwritten,image-to-text,vision-encoder-decoder,PASS,6700.6,,N/A,
kha-white/manga-ocr-base,image-to-text,vision-encoder-decoder,PASS,24.0,,N/A,
microsoft/trocr-large-handwritten,image-to-text,vision-encoder-decoder,PASS,27.0,,N/A,
facebook/nougat-base,image-to-text,vision-encoder-decoder,FAIL,2454.7,EXPORT_FAIL,N/A,
breezedeus/pix2text-mfr,image-to-text,vision-encoder-decoder,FAIL,18.4,UNKNOWN,N/A,
alibaba-damo/mgp-str-base,image-to-text,mgp-str,FAIL,54.7,UNKNOWN,N/A,
google/deplot,visual-question-answering,pix2struct,FAIL,15.5,UNKNOWN,N/A,
google/pix2struct-docvqa-base,visual-question-answering,pix2struct,FAIL,14.0,UNKNOWN,N/A,
internlm/internlm-xcomposer2d5-7b,visual-question-answering,internlm2,FAIL,13.6,UNKNOWN,N/A,
google/pix2struct-ai2d-base,visual-question-answering,pix2struct,FAIL,13.5,UNKNOWN,N/A,
Salesforce/blip-vqa-base,visual-question-answering,blip,FAIL,13.8,UNKNOWN,N/A,
Salesforce/blip2-opt-2.7b,visual-question-answering,blip-2,FAIL,333.7,EXPORT_FAIL,N/A,
microsoft/Phi-4-multimodal-instruct,visual-question-answering,phi4mm,FAIL,17.8,UNKNOWN,N/A,
Salesforce/blip2-opt-2.7b-coco,visual-question-answering,blip-2,FAIL,348.4,EXPORT_FAIL,N/A,
Salesforce/blip2-flan-t5-xl,visual-question-answering,blip-2,FAIL,383.3,EXPORT_FAIL,N/A,
dandelin/vilt-b32-finetuned-vqa,visual-question-answering,vilt,FAIL,49.3,EXPORT_FAIL,N/A,
naver-clova-ix/donut-base-finetuned-docvqa,document-question-answering,vision-encoder-decoder,FAIL,19.2,UNKNOWN,N/A,
impira/layoutlm-document-qa,document-question-answering,layoutlm,FAIL,19.1,UNKNOWN,N/A,
impira/layoutlm-invoices,document-question-answering,layoutlm,FAIL,18.4,UNKNOWN,N/A,
fxmarty/tiny-doc-qa-vision-encoder-decoder,document-question-answering,vision-encoder-decoder,FAIL,18.8,UNKNOWN,N/A,
zpm/Llama-3.1-PersianQA,document-question-answering,llama,FAIL,18.9,UNKNOWN,N/A,
rubentito/layoutlmv3-base-mpdocvqa,document-question-answering,layoutlmv3,FAIL,18.7,UNKNOWN,N/A,
jinhybr/OCR-DocVQA-Donut,document-question-answering,vision-encoder-decoder,FAIL,18.7,UNKNOWN,N/A,
Xenova/donut-base-finetuned-docvqa,document-question-answering,vision-encoder-decoder,FAIL,18.6,UNKNOWN,N/A,
xhyi/layoutlmv3_docvqa_t11c5000,document-question-answering,layoutlmv3,FAIL,17.8,UNKNOWN,N/A,
pardeepSF/layoutlm-vqa,document-question-answering,bert,FAIL,17.9,UNKNOWN,N/A,
facebook/sam-vit-huge,mask-generation,sam,FAIL,19.2,UNKNOWN,N/A,
facebook/sam-vit-base,mask-generation,sam,FAIL,16.1,UNKNOWN,N/A,
facebook/sam-vit-large,mask-generation,sam,FAIL,14.1,UNKNOWN,N/A,
Xenova/slimsam-77-uniform,mask-generation,sam,FAIL,14.4,UNKNOWN,N/A,
Zigeng/SlimSAM-uniform-77,mask-generation,sam,FAIL,14.7,UNKNOWN,N/A,
flaviagiammarino/medsam-vit-base,mask-generation,sam,FAIL,16.0,UNKNOWN,N/A,
wanglab/medsam-vit-base,mask-generation,sam,FAIL,18.7,UNKNOWN,N/A,
facebook/sam2.1-hiera-large,mask-generation,sam2_video,FAIL,3600.2,TIMEOUT,N/A,
facebook/sam2.1-hiera-tiny,mask-generation,sam2_video,PASS,19.2,,N/A,
facebook/sam2-hiera-large,mask-generation,sam2_video,PASS,29.4,,N/A,
microsoft/resnet-50,image-classification,resnet,PASS,29.6,,N/A,
google-bert/bert-base-multilingual-cased,feature-extraction,bert,PASS,27.9,,N/A,
google-bert/bert-base-multilingual-cased,masked-lm,bert,PASS,28.7,,N/A,
Intel/bert-base-uncased-mrpc,feature-extraction,bert,PASS,27.3,,N/A,
Intel/bert-base-uncased-mrpc,text-classification,bert,PASS,18.6,,N/A,
openai/clip-vit-base-patch16,zero-shot-classification,clip,FAIL,15.2,UNKNOWN,N/A,
openai/clip-vit-base-patch16,feature-extraction,clip,PASS,18.6,,N/A,
openai/clip-vit-base-patch32,zero-shot-classification,clip,FAIL,14.4,UNKNOWN,N/A,
openai/clip-vit-base-patch32,feature-extraction,clip,PASS,67.8,,N/A,
laion/CLIP-ViT-B-32-laion2B-s34B-b79K,zero-shot-classification,clip,FAIL,14.7,UNKNOWN,N/A,
laion/CLIP-ViT-B-32-laion2B-s34B-b79K,feature-extraction,clip,PASS,26.9,,N/A,
facebook/convnext-tiny-224,image-classification,convnext,PASS,48.5,,N/A,
facebook/detr-resnet-50,feature-extraction,detr,PASS,71.4,,N/A,
facebook/sam2.1-hiera-small,mask-generation,sam2_video,PASS,72.1,,N/A,
Salesforce/blip-image-captioning-base,image-to-text,blip,PASS,26.2,,N/A,
ai-forever/Real-ESRGAN,,unknown,FAIL,50.5,UNKNOWN,N/A,
